text,label
can i set the account to auto topup,4
i dont have a pin at this point,38
how do i request a disposable virtual card,37
atms which ones will accept this card,3
where do my available funds come from,70
my attempted transfer keeps kicking back with an error message could you please help me to resolve this,7
my payment was rejected,25
it seems that the rate i got is incorrect,17
my card payment was cancelled,53
i dont know my pin how can i find that out,38
ive made more than one attempt to make a purchase and the card keeps getting declined why do you keep denying my transfers,27
why hasnt my recipient received their money,66
what should i do if i want to get another card for someone in my family,39
